"SECONDS";"PID";"VALUE";"UNITS";
"55421.146103";"Short term fuel % trim - Bank 1";"0";"%";
"55421.371103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55421.593103";"Calculated boost";"-0.05325";"bar";
"55421.593103";"Intake manifold absolute pressure";"96";"kPa";
"55421.807103";"Short term fuel % trim - Bank 1";"0";"%";
"55422.060103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55422.294103";"Calculated boost";"-0.06325";"bar";
"55422.294103";"Intake manifold absolute pressure";"95";"kPa";
"55422.512103";"Short term fuel % trim - Bank 1";"0";"%";
"55422.747103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55422.982103";"Calculated boost";"-0.07325";"bar";
"55422.982103";"Intake manifold absolute pressure";"94";"kPa";
"55423.206103";"Short term fuel % trim - Bank 1";"0";"%";
"55423.441103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55423.710103";"Calculated boost";"-0.10325";"bar";
"55423.710103";"Intake manifold absolute pressure";"91";"kPa";
"55423.942103";"Short term fuel % trim - Bank 1";"0";"%";
"55424.157103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55424.379103";"Calculated boost";"-0.07325";"bar";
"55424.379103";"Intake manifold absolute pressure";"94";"kPa";
"55424.613103";"Short term fuel % trim - Bank 1";"0";"%";
"55424.877103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55425.102103";"Calculated boost";"-0.06325";"bar";
"55425.102103";"Intake manifold absolute pressure";"95";"kPa";
"55425.339103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55425.583103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55425.818103";"Calculated boost";"-0.07325";"bar";
"55425.818103";"Intake manifold absolute pressure";"94";"kPa";
"55426.066103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"55426.284103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55426.519103";"Calculated boost";"-0.07325";"bar";
"55426.519103";"Intake manifold absolute pressure";"94";"kPa";
"55426.742103";"Short term fuel % trim - Bank 1";"0";"%";
"55426.966103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55427.192103";"Calculated boost";"-0.79325";"bar";
"55427.192103";"Intake manifold absolute pressure";"22";"kPa";
"55427.411103";"Short term fuel % trim - Bank 1";"0";"%";
"55427.653103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55427.882103";"Calculated boost";"-0.81325";"bar";
"55427.882103";"Intake manifold absolute pressure";"20";"kPa";
"55428.117103";"Short term fuel % trim - Bank 1";"0";"%";
"55428.364103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55428.579103";"Calculated boost";"-0.81325";"bar";
"55428.579103";"Intake manifold absolute pressure";"20";"kPa";
"55428.846103";"Short term fuel % trim - Bank 1";"0";"%";
"55429.074103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55429.307103";"Calculated boost";"-0.81325";"bar";
"55429.307103";"Intake manifold absolute pressure";"20";"kPa";
"55429.535103";"Short term fuel % trim - Bank 1";"0";"%";
"55429.775103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55430.020103";"Calculated boost";"-0.77325";"bar";
"55430.020103";"Intake manifold absolute pressure";"24";"kPa";
"55430.246103";"Short term fuel % trim - Bank 1";"0";"%";
"55430.478103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55430.695103";"Calculated boost";"-0.08325";"bar";
"55430.695103";"Intake manifold absolute pressure";"93";"kPa";
"55430.973103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55431.202103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55431.423103";"Calculated boost";"-0.05325";"bar";
"55431.423103";"Intake manifold absolute pressure";"96";"kPa";
"55431.669103";"Short term fuel % trim - Bank 1";"0";"%";
"55431.895103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55432.131103";"Calculated boost";"-0.05325";"bar";
"55432.131103";"Intake manifold absolute pressure";"96";"kPa";
"55432.372103";"Short term fuel % trim - Bank 1";"0";"%";
"55432.586103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55432.819103";"Calculated boost";"-0.09325";"bar";
"55432.819103";"Intake manifold absolute pressure";"92";"kPa";
"55433.064103";"Short term fuel % trim - Bank 1";"6.25";"%";
"55433.292103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55433.504103";"Calculated boost";"-0.82325";"bar";
"55433.504103";"Intake manifold absolute pressure";"19";"kPa";
"55433.731103";"Short term fuel % trim - Bank 1";"0";"%";
"55433.969103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55434.183103";"Calculated boost";"-0.81325";"bar";
"55434.183103";"Intake manifold absolute pressure";"20";"kPa";
"55434.402103";"Short term fuel % trim - Bank 1";"0";"%";
"55434.619103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55434.848103";"Calculated boost";"-0.81325";"bar";
"55434.848103";"Intake manifold absolute pressure";"20";"kPa";
"55435.078103";"Short term fuel % trim - Bank 1";"0";"%";
"55435.313103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55435.552103";"Calculated boost";"-0.80325";"bar";
"55435.552103";"Intake manifold absolute pressure";"21";"kPa";
"55435.775103";"Short term fuel % trim - Bank 1";"0";"%";
"55436.005103";"Long term fuel % trim - Bank 1";"4.6875";"%";
"55436.245103";"Calculated boost";"-0.80325";"bar";
"55436.245103";"Intake manifold absolute pressure";"21";"kPa";
"55436.474103";"Short term fuel % trim - Bank 1";"0";"%";
"55436.753103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55436.972103";"Calculated boost";"-0.79325";"bar";
"55436.972103";"Intake manifold absolute pressure";"22";"kPa";
"55437.189103";"Short term fuel % trim - Bank 1";"0";"%";
"55437.425103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55437.659103";"Calculated boost";"-0.79325";"bar";
"55437.659103";"Intake manifold absolute pressure";"22";"kPa";
"55437.892103";"Short term fuel % trim - Bank 1";"0";"%";
"55438.123103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55438.360103";"Calculated boost";"-0.79325";"bar";
"55438.360103";"Intake manifold absolute pressure";"22";"kPa";
"55438.580103";"Short term fuel % trim - Bank 1";"0";"%";
"55438.808103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55439.027103";"Calculated boost";"-0.80325";"bar";
"55439.027103";"Intake manifold absolute pressure";"21";"kPa";
"55439.280103";"Short term fuel % trim - Bank 1";"0";"%";
"55439.528103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55439.765103";"Calculated boost";"-0.66325";"bar";
"55439.765103";"Intake manifold absolute pressure";"35";"kPa";
"55440.003103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55440.227103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55440.463103";"Calculated boost";"-0.25325";"bar";
"55440.463103";"Intake manifold absolute pressure";"76";"kPa";
"55440.702103";"Short term fuel % trim - Bank 1";"0";"%";
"55440.955103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55441.181103";"Calculated boost";"-0.08325";"bar";
"55441.181103";"Intake manifold absolute pressure";"93";"kPa";
"55441.414103";"Short term fuel % trim - Bank 1";"8.59375";"%";
"55441.648103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55441.870103";"Calculated boost";"-0.08325";"bar";
"55441.870103";"Intake manifold absolute pressure";"93";"kPa";
"55442.108103";"Short term fuel % trim - Bank 1";"18.75";"%";
"55442.345103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55442.578103";"Calculated boost";"-0.08325";"bar";
"55442.578103";"Intake manifold absolute pressure";"93";"kPa";
"55442.809103";"Short term fuel % trim - Bank 1";"11.71875";"%";
"55443.033103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55443.249103";"Calculated boost";"-0.11325";"bar";
"55443.249103";"Intake manifold absolute pressure";"90";"kPa";
"55443.484103";"Short term fuel % trim - Bank 1";"9.375";"%";
"55443.721103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55443.938103";"Calculated boost";"-0.19325";"bar";
"55443.938103";"Intake manifold absolute pressure";"82";"kPa";
"55444.157103";"Short term fuel % trim - Bank 1";"12.5";"%";
"55444.380103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55444.613103";"Calculated boost";"-0.32325";"bar";
"55444.613103";"Intake manifold absolute pressure";"69";"kPa";
"55444.852103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55445.069103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55445.290103";"Calculated boost";"-0.45325";"bar";
"55445.290103";"Intake manifold absolute pressure";"56";"kPa";
"55445.536103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55445.751103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55445.988103";"Calculated boost";"-0.50325";"bar";
"55445.988103";"Intake manifold absolute pressure";"51";"kPa";
"55446.211103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55446.428103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55446.672103";"Calculated boost";"-0.49325";"bar";
"55446.672103";"Intake manifold absolute pressure";"52";"kPa";
"55446.908103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55447.121103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55447.341103";"Calculated boost";"-0.51325";"bar";
"55447.341103";"Intake manifold absolute pressure";"50";"kPa";
"55447.583103";"Short term fuel % trim - Bank 1";"9.375";"%";
"55447.811103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55448.041103";"Calculated boost";"-0.53325";"bar";
"55448.041103";"Intake manifold absolute pressure";"48";"kPa";
"55448.281103";"Short term fuel % trim - Bank 1";"8.59375";"%";
"55448.518103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55448.744103";"Calculated boost";"-0.59325";"bar";
"55448.744103";"Intake manifold absolute pressure";"42";"kPa";
"55448.957103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55449.182103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55449.402103";"Calculated boost";"-0.61325";"bar";
"55449.402103";"Intake manifold absolute pressure";"40";"kPa";
"55449.634103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"55449.882103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55450.111103";"Calculated boost";"-0.62325";"bar";
"55450.111103";"Intake manifold absolute pressure";"39";"kPa";
"55450.323103";"Short term fuel % trim - Bank 1";"5.46875";"%";
"55450.556103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55450.783103";"Calculated boost";"-0.61325";"bar";
"55450.783103";"Intake manifold absolute pressure";"40";"kPa";
"55451.001103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55451.261103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55451.487103";"Calculated boost";"-0.61325";"bar";
"55451.487103";"Intake manifold absolute pressure";"40";"kPa";
"55451.715103";"Short term fuel % trim - Bank 1";"0";"%";
"55451.956103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55452.192103";"Calculated boost";"-0.61325";"bar";
"55452.192103";"Intake manifold absolute pressure";"40";"kPa";
"55452.415103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55452.647103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55452.885103";"Calculated boost";"-0.61325";"bar";
"55452.885103";"Intake manifold absolute pressure";"40";"kPa";
"55453.147103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55453.382103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55453.609103";"Calculated boost";"-0.60325";"bar";
"55453.609103";"Intake manifold absolute pressure";"41";"kPa";
"55453.834103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55454.048103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55454.269103";"Calculated boost";"-0.62325";"bar";
"55454.269103";"Intake manifold absolute pressure";"39";"kPa";
"55454.507103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55454.742103";"Long term fuel % trim - Bank 1";"3.90625";"%";
"55454.981103";"Calculated boost";"-0.80325";"bar";
"55454.981103";"Intake manifold absolute pressure";"21";"kPa";
"55455.209103";"Short term fuel % trim - Bank 1";"0";"%";
"55455.429103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55455.653103";"Calculated boost";"-0.79325";"bar";
"55455.653103";"Intake manifold absolute pressure";"22";"kPa";
"55455.890103";"Short term fuel % trim - Bank 1";"0";"%";
"55456.121103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55456.368103";"Calculated boost";"-0.80325";"bar";
"55456.368103";"Intake manifold absolute pressure";"21";"kPa";
"55456.584103";"Short term fuel % trim - Bank 1";"0";"%";
"55456.822103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55457.047103";"Calculated boost";"-0.80325";"bar";
"55457.047103";"Intake manifold absolute pressure";"21";"kPa";
"55457.261103";"Short term fuel % trim - Bank 1";"0";"%";
"55457.501103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55457.732103";"Calculated boost";"-0.80325";"bar";
"55457.732103";"Intake manifold absolute pressure";"21";"kPa";
"55457.965103";"Short term fuel % trim - Bank 1";"0";"%";
"55458.183103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55458.422103";"Calculated boost";"-0.80325";"bar";
"55458.422103";"Intake manifold absolute pressure";"21";"kPa";
"55458.662103";"Short term fuel % trim - Bank 1";"0";"%";
"55458.884103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55459.112103";"Calculated boost";"-0.81325";"bar";
"55459.112103";"Intake manifold absolute pressure";"20";"kPa";
"55459.349103";"Short term fuel % trim - Bank 1";"0";"%";
"55459.586103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55459.807103";"Calculated boost";"-0.80325";"bar";
"55459.807103";"Intake manifold absolute pressure";"21";"kPa";
"55460.034103";"Short term fuel % trim - Bank 1";"0";"%";
"55460.246103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55460.471103";"Calculated boost";"-0.82325";"bar";
"55460.471103";"Intake manifold absolute pressure";"19";"kPa";
"55460.711103";"Short term fuel % trim - Bank 1";"0";"%";
"55460.934103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55461.147103";"Calculated boost";"-0.81325";"bar";
"55461.147103";"Intake manifold absolute pressure";"20";"kPa";
"55461.380103";"Short term fuel % trim - Bank 1";"0";"%";
"55461.609103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55461.847103";"Calculated boost";"-0.80325";"bar";
"55461.847103";"Intake manifold absolute pressure";"21";"kPa";
"55462.080103";"Short term fuel % trim - Bank 1";"0";"%";
"55462.322103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55462.546103";"Calculated boost";"-0.79325";"bar";
"55462.546103";"Intake manifold absolute pressure";"22";"kPa";
"55462.781103";"Short term fuel % trim - Bank 1";"0";"%";
"55463.006103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55463.231103";"Calculated boost";"-0.79325";"bar";
"55463.231103";"Intake manifold absolute pressure";"22";"kPa";
"55463.458103";"Short term fuel % trim - Bank 1";"0";"%";
"55463.709103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55463.925103";"Calculated boost";"-0.78325";"bar";
"55463.925103";"Intake manifold absolute pressure";"23";"kPa";
"55464.158103";"Short term fuel % trim - Bank 1";"0";"%";
"55464.388103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55464.630103";"Calculated boost";"-0.78325";"bar";
"55464.630103";"Intake manifold absolute pressure";"23";"kPa";
"55464.871103";"Short term fuel % trim - Bank 1";"0";"%";
"55465.092103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55465.316103";"Calculated boost";"-0.78325";"bar";
"55465.316103";"Intake manifold absolute pressure";"23";"kPa";
"55465.534103";"Short term fuel % trim - Bank 1";"0";"%";
"55465.764103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55466.006103";"Calculated boost";"-0.78325";"bar";
"55466.006103";"Intake manifold absolute pressure";"23";"kPa";
"55466.241103";"Short term fuel % trim - Bank 1";"0";"%";
"55466.465103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55466.717103";"Calculated boost";"-0.74325";"bar";
"55466.717103";"Intake manifold absolute pressure";"27";"kPa";
"55466.950103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55467.173103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55467.402103";"Calculated boost";"-0.43325";"bar";
"55467.402103";"Intake manifold absolute pressure";"58";"kPa";
"55467.628103";"Short term fuel % trim - Bank 1";"0";"%";
"55467.869103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55468.097103";"Calculated boost";"-0.39325";"bar";
"55468.097103";"Intake manifold absolute pressure";"62";"kPa";
"55468.334103";"Short term fuel % trim - Bank 1";"0";"%";
"55468.565103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55468.785103";"Calculated boost";"-0.38325";"bar";
"55468.785103";"Intake manifold absolute pressure";"63";"kPa";
"55469.007103";"Short term fuel % trim - Bank 1";"0";"%";
"55469.240103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55469.473103";"Calculated boost";"-0.38325";"bar";
"55469.473103";"Intake manifold absolute pressure";"63";"kPa";
"55469.703103";"Short term fuel % trim - Bank 1";"-5.46875";"%";
"55469.926103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55470.146103";"Calculated boost";"-0.40325";"bar";
"55470.146103";"Intake manifold absolute pressure";"61";"kPa";
"55470.369103";"Short term fuel % trim - Bank 1";"0";"%";
"55470.595103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55470.831103";"Calculated boost";"-0.51325";"bar";
"55470.831103";"Intake manifold absolute pressure";"50";"kPa";
"55471.061103";"Short term fuel % trim - Bank 1";"-7.03125";"%";
"55471.290103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55471.511103";"Calculated boost";"-0.57325";"bar";
"55471.511103";"Intake manifold absolute pressure";"44";"kPa";
"55471.759103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55472.032103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55472.263103";"Calculated boost";"-0.61325";"bar";
"55472.263103";"Intake manifold absolute pressure";"40";"kPa";
"55472.487103";"Short term fuel % trim - Bank 1";"-5.46875";"%";
"55472.707103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55472.931103";"Calculated boost";"-0.60325";"bar";
"55472.931103";"Intake manifold absolute pressure";"41";"kPa";
"55473.165103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55473.392103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55473.627103";"Calculated boost";"-0.60325";"bar";
