TIME;RPM;GAZ;BENZYNA;PODCISNIENIE;CISNIENIE
56942.5;2590;2,58;4,76;0,24;0,92
56943.0;2590;2,68;5,;0,26;0,90
56943.5;2590;2,62;4,80;0,26;0,92
56944.0;2590;2,54;4,75;0,26;0,90
56944.5;2580;2,56;4,80;0,26;0,90
56945.0;2580;2,71;5,01;0,26;0,90
56945.5;2570;2,69;4,99;0,26;0,90
56946.0;2570;2,68;4,97;0,26;0,90
56946.5;2580;2,68;4,97;0,26;0,90
56947.0;2560;2,78;5,18;0,28;0,90
56947.5;2560;2,78;5,19;0,29;0,90
56948.0;2550;2,57;4,74;0,26;0,92
56948.5;2540;2,60;4,79;0,26;0,92
56949.0;2530;2,62;4,80;0,26;0,92
56949.5;2510;2,41;4,56;0,24;0,92
56950.0;2500;2,53;4,70;0,23;0,92
56950.5;2470;2,41;4,55;0,24;0,92
56951.0;2450;2,68;4,87;0,23;0,92
56951.5;2430;2,69;4,89;0,23;0,92
56952.0;2400;2,44;4,58;0,24;0,92
56952.5;2360;2,54;4,71;0,26;0,92
56953.0;2330;2,58;4,76;0,26;0,92
56953.5;2300;2,60;4,78;0,28;0,92
56954.0;2290;2,61;4,79;0,28;0,92
56954.5;2260;2,61;4,80;0,28;0,92
56955.0;2240;2,63;4,82;0,28;0,92
56955.5;2220;2,60;4,78;0,28;0,92
56956.0;2200;2,36;4,49;0,24;0,92
56956.5;2190;2,41;4,55;0,24;1,00
56957.0;2140;0,00;0,00;0,24;1,00
56957.5;2160;2,61;4,78;0,24;0,92
56958.0;2050;2,55;4,73;0,26;0,92
56958.5;2040;2,48;4,61;0,24;0,98
56959.0;2010;0,00;0,00;0,24;1,00
56959.5;1940;0,00;0,00;0,24;1,00
56960.0;1890;0,00;0,00;0,24;1,00
56960.5;1810;0,00;0,00;0,26;0,98
56961.0;1890;2,40;4,54;0,29;0,92
56961.5;1180;2,63;4,77;0,36;0,93
56962.0;950;2,84;5,09;0,39;0,93
56962.5;890;2,84;5,07;0,41;0,95
56963.0;840;2,88;5,16;0,42;0,95
56963.5;800;2,80;5,00;0,42;0,95
56964.0;750;2,89;5,18;0,44;0,95
56964.5;740;2,91;5,25;0,44;0,95
56965.0;730;2,95;5,32;0,44;0,97
56965.5;740;2,87;5,15;0,44;0,95
56966.0;750;2,86;5,14;0,42;0,95
56966.5;760;2,87;5,14;0,42;0,95
56967.0;760;2,85;5,11;0,42;0,95
56967.5;770;2,80;4,98;0,41;0,95
56968.0;800;2,70;4,73;0,37;0,95
56968.5;890;2,54;4,58;0,33;0,95
56969.0;1390;2,00;4,02;0,24;0,93
56969.5;1670;2,10;4,14;0,26;0,93
56970.0;1720;2,07;4,11;0,26;0,93
56970.5;1740;2,23;4,31;0,26;0,93
56971.0;1770;2,17;4,22;0,26;0,93
56971.5;1830;2,48;4,64;0,31;0,92
56972.0;1760;3,51;6,89;0,42;0,89
56972.5;1800;7,40;11,92;0,79;0,92
56973.0;1830;7,15;12,06;0,81;0,89
56973.5;1930;6,94;11,82;0,79;0,89
56974.0;2050;6,49;11,43;0,79;0,87
56974.5;2160;6,39;11,26;0,79;0,89
56975.0;2290;5,58;10,26;0,68;0,89
56975.5;2370;5,17;9,64;0,63;0,90
56976.0;2420;4,78;9,12;0,60;0,89
56976.5;2470;4,35;8,48;0,52;0,89
56977.0;2450;3,14;6,03;0,41;0,90
56977.5;2410;2,27;4,39;0,24;0,92
56978.0;2340;3,04;5,82;0,33;0,89
56978.5;2290;3,35;6,52;0,41;0,89
56979.0;2170;3,49;6,83;0,45;0,90
56979.5;2120;3,58;7,03;0,45;0,90
56980.0;2000;3,56;7,00;0,45;0,90
56980.5;1930;3,09;5,81;0,42;0,90
56981.0;1830;2,44;4,48;0,34;0,95
56981.5;1640;2,13;4,18;0,29;0,93
56982.0;1520;2,20;4,26;0,28;0,93
56982.5;1340;2,18;4,24;0,29;0,93
56983.0;1230;2,32;4,40;0,33;0,93
56983.5;1130;2,36;4,36;0,34;0,95
56984.0;1000;2,63;4,69;0,39;0,95
56984.5;920;2,87;5,16;0,42;0,93
56985.0;870;3,84;7,31;0,57;0,95
56985.5;900;3,73;7,06;0,54;0,95
56986.0;930;3,33;6,16;0,50;0,95
56986.5;860;3,39;6,31;0,50;0,95
56987.0;820;3,62;6,88;0,55;0,93
56987.5;760;3,92;7,47;0,58;0,93
56988.0;730;3,91;7,45;0,58;0,95
56988.5;740;3,66;6,77;0,54;0,95
56989.0;820;3,46;6,45;0,52;0,95
56989.5;820;3,59;6,74;0,54;0,95
56990.0;780;3,48;6,50;0,54;0,93
56990.5;780;3,56;6,68;0,54;0,93
56991.0;890;5,46;9,57;0,68;0,95
56991.5;1400;3,45;6,56;0,45;0,92
56992.0;1360;3,33;6,32;0,45;0,92
56992.5;1260;3,36;6,27;0,45;0,95
56993.0;1180;2,71;4,78;0,41;0,95
56993.5;1050;2,94;5,30;0,;0,95
56994.0;900;3,17;5,84;0,49;0,93
56994.5;850;3,38;6,28;0,49;0,95
56995.0;800;3,25;5,99;0,50;0,95
56995.5;780;3,08;5,61;0,47;0,97
56996.0;760;2,95;5,32;0,47;0,95
56996.5;760;2,94;5,31;0,47;0,95
56997.0;750;2,98;5,39;0,47;0,95
56997.5;750;2,97;5,38;0,47;0,97
56998.0;750;2,93;5,29;0,47;0,95
56998.5;750;2,98;5,39;0,47;0,95
56999.0;750;2,97;5,36;0,47;0,95
56999.5;750;2,96;5,34;0,47;0,95
57000.0;760;3,09;5,64;0,49;0,95
57000.5;750;3,17;5,82;0,49;0,95
57001.0;750;3,16;5,80;0,49;0,95
57001.5;760;3,10;5,66;0,50;0,95
57002.0;750;3,12;5,70;0,50;0,95
57002.5;740;3,16;5,80;0,49;0,95
57004.5;740;3,10;5,65;0,49;0,95
57005.0;740;3,10;5,66;0,49;0,95
